brand,category,price,product,review_avg_rating,review_count,url
Clinique,skincare,25,Clinique For Men Super Energizer Anti-Fatigue Exfoliating Powder Cleanser,3.7,6,https://www.ulta.com/clinique-men-super-energizer-anti-fatigue-exfoliating-powder-cleanser?productId=xlsImpprod18791007
American Crew,shaving,12.95,Moisturizing Shave Cream,3.5,6,https://www.ulta.com/moisturizing-shave-cream?productId=xlsImpprod15911035
Redken,hair,18.5,Brews Finishing Cream,3.3,6,https://www.ulta.com/brews-finishing-cream?productId=xlsImpprod17701071
Dior,body ,40,Sauvage Shower Gel,5,5,https://www.ulta.com/sauvage-shower-gel?productId=xlsImpprod14351011
Jack Black,body ,15,Charcoal Body Bar Massaging Soap,5,5,https://www.ulta.com/charcoal-body-bar-massaging-soap?productId=xlsImpprod18431018
Redken,hair,29,Brews Mint Shampoo,5,5,https://www.ulta.com/brews-mint-shampoo?productId=xlsImpprod17701083
Clinique,skincare,39.5,Clinique For Men Maximum Hydrator 72-Hour Auto-Replenishing Hydrator,4.8,5,https://www.ulta.com/clinique-men-maximum-hydrator-72-hour-auto-replenishing-hydrator?productId=pimprod2007073
Redken,hair,29,Brews Daily Shampoo,4.8,5,https://www.ulta.com/brews-daily-shampoo?productId=xlsImpprod17701087
Yves Saint Laurent,cologne,95,L'Homme Cologne Bleue Eau de Toilette ,4.8,5,https://www.ulta.com/lhomme-cologne-bleue-eau-detoilette?productId=pimprod2005973
American Crew,skincare,16.95,All-In-One Face Balm Broad Spectrum SPF 15,4.6,5,https://www.ulta.com/all-in-one-face-balm-broad-spectrum-spf-15?productId=xlsImpprod15911043
House 99 by David Beckham,shaving,22,Get Groomed Purifying Beard Scrub,4.6,5,https://www.ulta.com/get-groomed-purifying-beard-scrub?productId=xlsImpprod17561035
Redken,hair,18.5,Brews Wax Pomade,4.6,5,https://www.ulta.com/brews-wax-pomade?productId=xlsImpprod17701045
Baby Foot,body ,25,Original Exfoliant Foot Peel for Men,4.2,5,https://www.ulta.com/original-exfoliant-foot-peel-men?productId=pimprod2000205
Clinique,skincare,34,Clinique For Men Maximum Hydrator Eye 96-Hour Hydro-Filler Concentrate,4,5,https://www.ulta.com/clinique-men-maximum-hydrator-eye-96-hour-hydro-filler-concentrate?productId=pimprod2007075
Redken,hair,17,Brews Extreme Gel,4,5,https://www.ulta.com/brews-extreme-gel?productId=xlsImpprod17701065
Dolce&Gabbana,body ,29,Light Blue Pour Homme Deodorant Stick,3.8,5,https://www.ulta.com/light-blue-pour-homme-deodorant-stick?productId=prod2152033
Jack Black,skincare,40,Protein Booster Eye Rescue,3.8,5,https://www.ulta.com/protein-booster-eye-rescue?productId=xlsImpprod3730191
Every Man Jack,body ,6.39,Fresh Scent Deodorant,3,5,https://www.ulta.com/fresh-scent-deodorant?productId=xlsImpprod17071345
Dr. Bronner's,shaving,9.99,Tea Tree Shaving Soap,2.6,5,https://www.ulta.com/tea-tree-shaving-soap?productId=xlsImpprod16541389
Bic,shaving,6.99,Men's Flex 5 Razor,5,4,https://www.ulta.com/mens-flex-5-razor?productId=xlsImpprod18501127
Billy Jealousy,body ,20,Devil's Delight Body Wash,5,4,https://www.ulta.com/devils-delight-body-wash?productId=pimprod2008312
Conair,shaving,14.99,ConairMan Lithium Dry Cell All-In-One Beard/Mustache Trimmer,5,4,https://www.ulta.com/conairman-lithium-dry-cell-all-in-one-beardmustache-trimmer?productId=pimprod2005714
Frederick Benjamin,shaving,18,Bump Clear Post Shave & Razor Bump Cream,5,4,https://www.ulta.com/bump-clear-post-shave-razor-bump-cream?productId=xlsImpprod17701023
Givenchy,cologne,94,Gentleman Eau de Toilette,5,4,https://www.ulta.com/gentleman-eau-de-toilette?productId=xlsImpprod17441037
John Varvatos,cologne,72,Artisan Pure Eau de Toilette,5,4,https://www.ulta.com/artisan-pure-eau-de-toilette?productId=xlsImpprod17441033
Kiehl's Since 1851,skincare,24,Oil Eliminator Deep Cleansing Exfoliating Face Wash,5,4,https://www.ulta.com/oil-eliminator-deep-cleansing-exfoliating-face-wash?productId=pimprod2002895
Lacoste,cologne,79,Live Eau de Toilette,5,4,https://www.ulta.com/live-eau-de-toilette?productId=xlsImpprod10801009
Paul Mitchell,hair,15,MITCH Construction Paste Styling Hair Paste,5,4,https://www.ulta.com/mitch-construction-paste-styling-hair-paste?productId=xlsImpprod13881103
18.21 Man Made,hair,24,Clay,4.8,4,https://www.ulta.com/clay?productId=pimprod2005008
American Crew,hair,17.95,Cream Pomade,4.8,4,https://www.ulta.com/cream-pomade?productId=xlsImpprod18181001
Billy Jealousy,shaving,40,O.G. Beard Kit,4.8,4,https://www.ulta.com/og-beard-kit?productId=xlsImpprod18571053
Baxter of California,body ,34,Hydro Salve Body Lotion,4.5,4,https://www.ulta.com/hydro-salve-body-lotion?productId=xlsImpprod18591035
Billy Jealousy,shaving,24,Original Gangster Beard Oil,4.5,4,https://www.ulta.com/original-gangster-beard-oil?productId=xlsImpprod18571049
Double Dare,skincare,8.5,OMG! Man In Black Peel Off Mask Kit,4.5,4,https://www.ulta.com/omg-man-in-black-peel-off-mask-kit?productId=xlsImpprod17591027
Redken,hair,18.5,Brews Clay Pomade,4.3,4,https://www.ulta.com/brews-clay-pomade?productId=xlsImpprod17701067
Kiehl's Since 1851,body ,16,Body Fuel Antiperspirant Deodorant,4,4,https://www.ulta.com/body-fuel-antiperspirant-deodorant?productId=pimprod2002952
MUGLER,cologne,85,A*Men Refillable Eau de Toilette,4,4,https://www.ulta.com/amen-refillable-eau-de-toilette?productId=xlsImpprod3920125
Paco Rabanne,cologne,72,Invictus Aqua Eau de Toilette,4,4,https://www.ulta.com/invictus-aqua-eau-de-toilette?productId=xlsImpprod18811013
Redken,hair,18.5,Brews Fiber Cream,4,4,https://www.ulta.com/brews-fiber-cream?productId=xlsImpprod17701063
Givenchy,cologne,104,Gentleman Eau de Parfum,3.8,4,https://www.ulta.com/gentleman-eau-de-parfum?productId=xlsImpprod18811015
Billy Jealousy,shaving,25,Devil's Delight Beard Envy Kit,3.5,4,https://www.ulta.com/devils-delight-beard-envy-kit?productId=pimprod2008313
Every Man Jack,hair,7.99,2-in1 Anti-Dandruff Shampoo + Conditioner,3.5,4,https://www.ulta.com/2-in1-anti-dandruff-shampoo-conditioner?productId=xlsImpprod17361147
Remington,shaving,41.19,The Virtually Indestructible Haircut & Beard Trimmer,3.5,4,https://www.ulta.com/virtually-indestructible-haircut-beard-trimmer?productId=xlsImpprod16461081
Every Man Jack,body ,6.39,Citrus Deodorant,2.8,4,https://www.ulta.com/citrus-deodorant?productId=xlsImpprod10711335
18.21 Man Made,shaving,24,Shaving Glide,5,3,https://www.ulta.com/shaving-glide?productId=pimprod2004968
Azzaro,cologne,67,Pour Homme Intense Eau de Parfum,5,3,https://www.ulta.com/pour-homme-intense-eau-de-parfum?productId=xlsImpprod13141023
Bic,shaving,9.49,Men's Flex 5 Hybrid Razor,5,3,https://www.ulta.com/mens-flex-5-hybrid-razor?productId=xlsImpprod18501121
Billy Jealousy,shaving,20,Devil's Delight Beard Wash,5,3,https://www.ulta.com/devils-delight-beard-wash?productId=pimprod2008314
Calvin Klein,cologne,83,Eternity Air For Men Eau de Parfum,5,3,https://www.ulta.com/eternity-air-men-eau-de-parfum?productId=xlsImpprod18431026
Every Man Jack,body ,5.99,Speed Shower Face & Body Wipes Sensitive Skin,5,3,https://www.ulta.com/speed-shower-face-body-wipes-sensitive-skin?productId=xlsImpprod17071343
Every Man Jack,shaving,9.59,Cedarwood Beard Oil,5,3,https://www.ulta.com/cedarwood-beard-oil?productId=xlsImpprod17361153
Kenneth Cole New York,cologne,82,Mankind Legacy Eau de Toilette,5,3,https://www.ulta.com/mankind-legacy-eau-de-toilette?productId=pimprod2008750
Schick,shaving,12.99,Hydro 5 Sense Razor,5,3,https://www.ulta.com/hydro-5-sense-razor?productId=pimprod2005699
Shaveworks,body ,29,Pearl Luxe Hydrating Body Lotion,5,3,https://www.ulta.com/pearl-luxe-hydrating-body-lotion?productId=xlsImpprod13141019
Billy Jealousy,shaving,44,Three Amigos Beard Oil Trio Set,4.7,3,https://www.ulta.com/three-amigos-beard-oil-trio-set?productId=xlsImpprod18411058
Burberry,cologne,93,Mr. Burberry Indigo Eau de Toilette,4.7,3,https://www.ulta.com/mr-burberry-indigo-eau-de-toilette?productId=xlsImpprod18431046
Every Man Jack,shaving,5.99,Shave Cream,4.7,3,https://www.ulta.com/shave-cream?productId=xlsImpprod10711339
House 99 by David Beckham,body ,18.97,Bold Statement Tattoo Body Moisturising Cream SPF 50,4.7,3,https://www.ulta.com/bold-statement-tattoo-body-moisturising-cream-spf-50?productId=xlsImpprod18471009
Redken,hair,29,Brews Extra Clean Shampoo,4.7,3,https://www.ulta.com/brews-extra-clean-shampoo?productId=xlsImpprod17701069
Azzaro,cologne,87,Chrome Intense Eau de Toilette,4.3,3,https://www.ulta.com/chrome-intense-eau-de-toilette?productId=xlsImpprod13141021
Jack Black,skincare,38,Power Peel Multi-Acid Resurfacing Pads,4.3,3,https://www.ulta.com/power-peel-multi-acid-resurfacing-pads?productId=xlsImpprod4840117
Baxter of California,body ,33,Invigorating Body Wash,3.7,3,https://www.ulta.com/invigorating-body-wash?productId=xlsImpprod18591033
Dolce&Gabbana,body ,29,The One For Men Deodorant Stick,3.7,3,https://www.ulta.com/one-men-deodorant-stick?productId=xlsImpprod1110484
Every Man Jack,skincare,5.99,Face Scrub,3.7,3,https://www.ulta.com/face-scrub?productId=xlsImpprod10711337
Every Man Jack,shaving,10.39,Cedarwood Beard Wash,3.7,3,https://www.ulta.com/cedarwood-beard-wash?productId=xlsImpprod18861001
Frederick Benjamin,hair,33,Invigorating Shampoo for Normal to Dry Scalp and Hair,3.7,3,https://www.ulta.com/invigorating-shampoo-normal-dry-scalp-hair?productId=xlsImpprod17701013
Kiehl's Since 1851,shaving,18,Blue Astringent Herbal Lotion,3.7,3,https://www.ulta.com/blue-astringent-herbal-lotion?productId=pimprod2002905
RapidHair,hair,89.95,Hair Volume Formula,3.7,3,https://www.ulta.com/hair-volume-formula?productId=xlsImpprod14641147
Viviscal,hair,44.99,Men's Hair Supplements,3.7,3,https://www.ulta.com/mens-hair-supplements?productId=xlsImpprod13151251
Yes to,skincare,2.99,Natural Men Charcoal Detox Paper Mask,3.7,3,https://www.ulta.com/natural-men-charcoal-detox-paper-mask?productId=xlsImpprod16411069
Billy Jealousy,hair,16,Devil's Delight Matte Pomade,3.3,3,https://www.ulta.com/devils-delight-matte-pomade?productId=pimprod2008151
Baxter of California,shaving,18,Beard Line-Up Shave Gel,5,2,https://www.ulta.com/beard-line-up-shave-gel?productId=xlsImpprod18591029
Billy Jealousy,shaving,20,Scruff Exfoliating Wash,5,2,https://www.ulta.com/scruff-exfoliating-wash?productId=pimprod2005322
Billy Jealousy,hair,16,Sculpt Friction Hair Paste,5,2,https://www.ulta.com/sculpt-friction-hair-paste?productId=xlsImpprod18571055
Dior,shaving,60,Sauvage After-Shave Lotion,5,2,https://www.ulta.com/sauvage-after-shave-lotion?productId=xlsImpprod13611461
Frederick Benjamin,hair,12,Daily Hydrator Hair Styling Cream,5,2,https://www.ulta.com/daily-hydrator-hair-styling-cream?productId=xlsImpprod17701017
Frederick Benjamin,hair,33,Invigorating Conditioner for Normal to Dry Scalp and Hair,5,2,https://www.ulta.com/invigorating-conditioner-normal-dry-scalp-hair?productId=xlsImpprod17701021
Frederick Benjamin,shaving,12,Hydro Glaze Cooling Aloe Shave Gel,5,2,https://www.ulta.com/hydro-glaze-cooling-aloe-shave-gel?productId=xlsImpprod17701011
Frederick Benjamin,shaving,12,Easy Primer Pre-Shave and Face Oil,5,2,https://www.ulta.com/easy-primer-pre-shave-face-oil?productId=xlsImpprod17701015
House 99 by David Beckham,hair,10.97,Smooth Away Finishing Cream,5,2,https://www.ulta.com/smooth-away-finishing-cream?productId=pimprod2004809
House 99 by David Beckham,skincare,22,Spruce Up Post-Shave Tonic Lotion,5,2,https://www.ulta.com/spruce-up-post-shave-tonic-lotion?productId=pimprod2004508
Jean Paul Gaultier,cologne,94,Le Male In The Navy Eau de Toilette,5,2,https://www.ulta.com/le-male-in-navy-eau-de-toilette?productId=pimprod2006307
Kiehl's Since 1851,skincare,32,Age Defender Eye Repair,5,2,https://www.ulta.com/age-defender-eye-repair?productId=pimprod2002932
Kiehl's Since 1851,body ,15,Ultimate Man Body Scrub Soap,5,2,https://www.ulta.com/ultimate-man-body-scrub-soap?productId=pimprod2002938
Kiehl's Since 1851,skincare,28,Age Defender Dual Action Exfoliating Cleanser,5,2,https://www.ulta.com/age-defender-dual-action-exfoliating-cleanser?productId=pimprod2002947
Philosophy,shaving,20,Renewed Razor Sharp for Men,5,2,https://www.ulta.com/renewed-razor-sharp-men?productId=xlsImpprod13671015
Philosophy,skincare,36,Renewed Hope for Men,5,2,https://www.ulta.com/renewed-hope-men?productId=xlsImpprod13671013
Tigi,shaving,16.95,Bed Head For Men Lion Tamer Beard & Hair Balm,5,2,https://www.ulta.com/bed-head-men-lion-tamer-beard-hair-balm?productId=xlsImpprod18141091
Ahava,skincare,24,Mens Time To Energize Mineral Hand Cream,4.5,2,https://www.ulta.com/mens-time-energize-mineral-hand-cream?productId=xlsImpprod13371081
Ahava,skincare,35,Mens Age Control Moisturizer SPF 15,4.5,2,https://www.ulta.com/mens-age-control-moisturizer-spf-15?productId=xlsImpprod6320510
Bic,shaving,7.69,Men's Flex 4 Hybrid Razor,4.5,2,https://www.ulta.com/mens-flex-4-hybrid-razor?productId=xlsImpprod18501119
Billy Jealousy,shaving,16,Mellow Lime Beard Balm,4.5,2,https://www.ulta.com/mellow-lime-beard-balm?productId=pimprod2005296
Dolce&Gabbana,body ,29,Pour Homme Deodorant Stick,4.5,2,https://www.ulta.com/pour-homme-deodorant-stick?productId=prod340004
Jack Black,skincare,32,Line Smoother 8% Glycolic Acid Treatment,4.5,2,https://www.ulta.com/line-smoother-8-glycolic-acid-treatment?productId=pimprod2002287
M. Skin Care,shaving,6,Caffeinated Shave Cream,4.5,2,https://www.ulta.com/caffeinated-shave-cream?productId=pimprod2005123
MUGLER,cologne,90,A*Men Kryptomint Eau de Toilette,4.5,2,https://www.ulta.com/amen-kryptomint-eau-de-toilette?productId=xlsImpprod15781039
Baxter of California,hair,19,Thickening Style Gel,4,2,https://www.ulta.com/thickening-style-gel?productId=pimprod2008096
Bic,shaving,7.49,Flex 3 Hybrid For Men,4,2,https://www.ulta.com/flex-3-hybrid-men?productId=pimprod2002222
Every Man Jack,skincare,6.79,Charcoal Face Wash Skin Clearing,4,2,https://www.ulta.com/charcoal-face-wash-skin-clearing?productId=xlsImpprod17071335
Thick Head,hair,10,Heads Up Thickening Styling Gel,4,2,https://www.ulta.com/heads-up-thickening-styling-gel?productId=pimprod2006423
Kiehl's Since 1851,skincare,24,Eye Fuel,3.5,2,https://www.ulta.com/eye-fuel?productId=pimprod2002957
Paul Mitchell,shaving,13,MVRCK Shave Cream,3.5,2,https://www.ulta.com/mvrck-shave-cream?productId=pimprod2005312
Azzaro,body ,25,Wanted Alcohol-Free Deodorant Stick,3,2,https://www.ulta.com/wanted-alcohol-free-deodorant-stick?productId=xlsImpprod16661045
Bic,shaving,7.49,Men's Flex 3 Razor,3,2,https://www.ulta.com/mens-flex-3-razor?productId=xlsImpprod18501123
Every Man Jack,skincare,6.79,Mattifying Face Lotion Oil Defense,3,2,https://www.ulta.com/mattifying-face-lotion-oil-defense?productId=xlsImpprod17071333
Jack Black,hair,52,Black Reserve Body & Hair Cleanser,3,2,https://www.ulta.com/black-reserve-body-hair-cleanser?productId=pimprod2011446
Lacoste,cologne,82,Eau de Lacoste L.12.12 Jaune Eau de Toilette,3,2,https://www.ulta.com/eau-de-lacoste-l1212-jaune-eau-de-toilette?productId=xlsImpprod12191213
Lacoste,cologne,82,Eau de Lacoste L.12.12 Noir Eau de Toilette,3,2,https://www.ulta.com/eau-de-lacoste-l1212-noir-eau-de-toilette?productId=xlsImpprod5320035
Wahl,shaving,59.99,Vacuum Trimmer,3,2,https://www.ulta.com/vacuum-trimmer?productId=pimprod2007132
18.21 Man Made,hair,24,Paste,5,1,https://www.ulta.com/paste?productId=pimprod2005009
Ahava,skincare,30,Mens Time To Energize Age Control All-In-One Eye Care,5,1,https://www.ulta.com/mens-time-energize-age-control-all-in-one-eye-care?productId=xlsImpprod13371067
Ahava,skincare,32,Mens Soothing After Shave Moisturizer,5,1,https://www.ulta.com/mens-soothing-after-shave-moisturizer?productId=xlsImpprod6320508
American Crew,hair,17.95,Techseries Control Foam,5,1,https://www.ulta.com/techseries-control-foam?productId=xlsImpprod18201067
American Crew,hair,17.95,Techseries Texture Foam,5,1,https://www.ulta.com/techseries-texture-foam?productId=xlsImpprod18201069
American Crew,shaving,18.97,Travel Dopp Bag,5,1,https://www.ulta.com/travel-dopp-bag?productId=pimprod2009956
Azzaro,cologne,89,Chrome Aqua Eau de Toilette,5,1,https://www.ulta.com/chrome-aqua-eau-de-toilette?productId=pimprod2005185
Bic,shaving,5.49,Men's Comfort 3 Advance Razors,5,1,https://www.ulta.com/mens-comfort-3-advance-razors?productId=xlsImpprod18531237
Billy Jealousy,shaving,24,Mellow Lime Beard Oil,5,1,https://www.ulta.com/mellow-lime-beard-oil?productId=pimprod2005321
Bvlgari,cologne,113,Man Wood Essence Eau de Parfum,5,1,https://www.ulta.com/man-wood-essence-eau-de-parfum?productId=pimprod2003492
Duke Cannon Supply Co,cologne,19.99,Seneca Proper Cologne,5,1,https://www.ulta.com/seneca-proper-cologne?productId=pimprod2010077
Duke Cannon Supply Co,cologne,19.99,Sawtooth Proper Cologne,5,1,https://www.ulta.com/sawtooth-proper-cologne?productId=pimprod2010076
Duke Cannon Supply Co,cologne,19.99,Huron Proper Cologne,5,1,https://www.ulta.com/huron-proper-cologne?productId=pimprod2010079
Every Man Jack,body ,4.79,Citrus Scrub Body Bar with Wheat Bran,5,1,https://www.ulta.com/citrus-scrub-body-bar-with-wheat-bran?productId=xlsImpprod17071341
Every Man Jack,skincare,5.99,Daily Sun Protection Face Lotion SPF 20,5,1,https://www.ulta.com/daily-sun-protection-face-lotion-spf-20?productId=xlsImpprod17071353
Every Man Jack,skincare,6.79,Shine Control Face Wash with Volcanic Clay Oil Defense,5,1,https://www.ulta.com/shine-control-face-wash-with-volcanic-clay-oil-defense?productId=xlsImpprod17071329
Frederick Benjamin,hair,16,Sleek Water Pomade,5,1,https://www.ulta.com/sleek-water-pomade?productId=xlsImpprod17701019
House 99 by David Beckham,shaving,30,Seriously Groomed Beard Maintenance Set,5,1,https://www.ulta.com/seriously-groomed-beard-maintenance-set?productId=pimprod2005246
Jack Black,body ,32,Turbo Body Scrub,5,1,https://www.ulta.com/turbo-body-scrub?productId=pimprod2005041
Jack Black,skincare,35,Epic Moisture MP 10 Nourishing Oil,5,1,https://www.ulta.com/epic-moisture-mp-10-nourishing-oil?productId=xlsImpprod18881053
Jack Black,skincare,46,Industrial Strength Hand Healer,5,1,https://www.ulta.com/industrial-strength-hand-healer?productId=xlsImpprod18881055
John Varvatos,cologne,74,JVxNJ Red Eau de Toilette,5,1,https://www.ulta.com/jvxnj-red-eau-de-toilette?productId=pimprod2005963
Kiehl's Since 1851,shaving,18,Ultimate Brushless Shave Cream - Blue Eagle,5,1,https://www.ulta.com/ultimate-brushless-shave-cream-blue-eagle?productId=pimprod2002920
Kiehl's Since 1851,shaving,30,Nourishing Beard Grooming Oil,5,1,https://www.ulta.com/nourishing-beard-grooming-oil?productId=pimprod2002940
Kiehl's Since 1851,shaving,18,Ultimate Brushless Shave Cream - White Eagle,5,1,https://www.ulta.com/ultimate-brushless-shave-cream-white-eagle?productId=pimprod2002978
Kiehl's Since 1851,skincare,20,Facial Fuel Energizing Scrub,5,1,https://www.ulta.com/facial-fuel-energizing-scrub?productId=pimprod2002949
Kiehl's Since 1851,skincare,24,Facial Fuel Energizing Face Wash,5,1,https://www.ulta.com/facial-fuel-energizing-face-wash?productId=pimprod2002916
MASON MAN,shaving,21,Legendary Grooming Kit,5,1,https://www.ulta.com/legendary-grooming-kit?productId=pimprod2012283
MASON MAN,skincare,18,Super Power Wash Facial Cleanser,5,1,https://www.ulta.com/super-power-wash-facial-cleanser?productId=pimprod2012279
MASON MAN,shaving,19,Essentials Shaving Kit,5,1,https://www.ulta.com/essentials-shaving-kit?productId=pimprod2012281
Paul Mitchell,shaving,15,MVRCK Cooling Aftershave,5,1,https://www.ulta.com/mvrck-cooling-aftershave?productId=pimprod2005316
Paul Mitchell,skincare,15,MVRCK Skin + Beard Lotion,5,1,https://www.ulta.com/mvrck-skin-beard-lotion?productId=pimprod2005313
Philosophy,skincare,28,The Microdelivery for Men,5,1,https://www.ulta.com/microdelivery-men?productId=xlsImpprod13671009
Remington,shaving,56.64,R5 Titanium Precision Plus Rotary Shaver,5,1,https://www.ulta.com/r5-titanium-precision-plus-rotary-shaver?productId=xlsImpprod16461079
Sexy Hair,body ,16.95,4Some 4 In 1 Wash,5,1,https://www.ulta.com/4some-4-in-1-wash?productId=pimprod2005938
The Body Shop,shaving,11.97,Maca Root & Aloe Calming Post-Shave Water-Gel For Men,5,1,https://www.ulta.com/maca-root-aloe-calming-post-shave-water-gel-men?productId=pimprod2006858
The Body Shop,skincare,12.97,Guarana & Coffee Energizing Moisturizer For Men,5,1,https://www.ulta.com/guarana-coffee-energizing-moisturizer-men?productId=pimprod2006859
Thick Head,hair,20,Hair Regrowth Treatment Sprayer for Men,5,1,https://www.ulta.com/hair-regrowth-treatment-sprayer-men?productId=pimprod2006421
Thick Head,hair,10,Clear Head Anti-Thinning 2-IN-1 Shampoo & Conditioner,5,1,https://www.ulta.com/clear-head-anti-thinning-2-in-1-shampoo-conditioner?productId=pimprod2006416
Tigi,shaving,16.95,Bed Head For Men Fuel Around Beard Oil,5,1,https://www.ulta.com/bed-head-men-fuel-around-beard-oil?productId=pimprod2002586
Triumph & Disaster,shaving,14.97,Old Fashioned Shave Cream Jar,5,1,https://www.ulta.com/old-fashioned-shave-cream-jar?productId=xlsImpprod17491063
Triumph & Disaster,skincare,29.97,Gameface Moisturiser Jar,5,1,https://www.ulta.com/gameface-moisturiser-jar?productId=xlsImpprod17491069
American Crew,hair,17.25,Fortifying Shampoo,4,1,https://www.ulta.com/fortifying-shampoo?productId=xlsImpprod18901011
American Crew,shaving,12.95,Protective Shave Foam,4,1,https://www.ulta.com/protective-shave-foam?productId=xlsImpprod15911037
Every Man Jack,hair,7.19,2 in 1 Daily Shampoo + Conditioner,4,1,https://www.ulta.com/2-in-1-daily-shampoo-conditioner?productId=xlsImpprod10711331
Every Man Jack,skincare,6.79,Volcanic Clay Face Scrub Oil Defense,4,1,https://www.ulta.com/volcanic-clay-face-scrub-oil-defense?productId=xlsImpprod17071331
Every Man Jack,hair,7.99,Fiber Cream,3,1,https://www.ulta.com/fiber-cream?productId=xlsImpprod10711321
Remington,shaving,56.64,F5 Comfort Series Foil Shaver,3,1,https://www.ulta.com/f5-comfort-series-foil-shaver?productId=xlsImpprod16461077
Tweezerman,shaving,18,G.E.A.R. Moustache Scissors with Comb,3,1,https://www.ulta.com/gear-moustache-scissors-with-comb?productId=xlsImpprod14571019
Kiehl's Since 1851,skincare,28,Oil Eliminator 24 Hour Anti Shine Moisturizer,2,1,https://www.ulta.com/oil-eliminator-24-hour-anti-shine-moisturizer?productId=pimprod2002899
Redken,shaving,9,Brews Shave Cream,2,1,https://www.ulta.com/brews-shave-cream?productId=xlsImpprod17601127
18.21 Man Made,hair,24,Pomade,1,1,https://www.ulta.com/pomade?productId=pimprod2005010
Billy Jealousy,body ,13.47,Gold Standard All Over Wash,1,1,https://www.ulta.com/gold-standard-all-over-wash?productId=xlsImpprod18041061
Billy Jealousy,shaving,20,Devil's Delight Beard Control,1,1,https://www.ulta.com/devils-delight-beard-control?productId=pimprod2008311
Conair,shaving,29.99,ConairMan Lithium All-In-One Beard/Mustache Trimmer,1,1,https://www.ulta.com/conairman-lithium-all-in-one-beardmustache-trimmer?productId=pimprod2005716
Every Man Jack,hair,7.99,Sandalwood Grooming Clay,1,1,https://www.ulta.com/sandalwood-grooming-clay?productId=xlsImpprod17361151
Kiehl's Since 1851,skincare,35,Facial Fuel Daily Energizing Moisture Treatment for Men,1,1,https://www.ulta.com/facial-fuel-daily-energizing-moisture-treatment-men?productId=pimprod2002915
Nioxin,hair,19.5,Scalp & Hair Leave-In Treatment System 3 (Color Treated Hair/Normal to Light Thinning),1,1,https://www.ulta.com/scalp-hair-leave-in-treatment-system-3-color-treated-hairnormal-light-thinning?productId=xlsImpprod4450387
Redken,hair,18.5,Brews Hairspray,1,1,https://www.ulta.com/brews-hairspray?productId=xlsImpprod17701061
Redken,hair,29,Brews Daily Conditioner,1,1,https://www.ulta.com/brews-daily-conditioner?productId=xlsImpprod17701047
Thymes,cologne,40,Eucalyptus White Tea Cologne,1,1,https://www.ulta.com/eucalyptus-white-tea-cologne?productId=pimprod2007785
18.21 Man Made,hair,43,Paste and Wash Duo,0,0,https://www.ulta.com/paste-wash-duo?productId=pimprod2006424
18.21 Man Made,shaving,24,Beard Balm,0,0,https://www.ulta.com/beard-balm?productId=pimprod2004970
American Crew,shaving,14.95,Revitalizing Toner,0,0,https://www.ulta.com/revitalizing-toner?productId=xlsImpprod15911033
American Crew,hair,17.95,Techseries Boost Spray,0,0,https://www.ulta.com/techseries-boost-spray?productId=xlsImpprod18241089
American Crew,hair,19.95,Fortifying Scalp Treatment,0,0,https://www.ulta.com/fortifying-scalp-treatment?productId=xlsImpprod18901013
American Crew,shaving,12.95,Precision Shave Gel,0,0,https://www.ulta.com/precision-shave-gel?productId=xlsImpprod15911039
Bic,shaving,7.49,Men's Flex 4 Razor,0,0,https://www.ulta.com/mens-flex-4-razor?productId=xlsImpprod18501125
Billy Jealousy,hair,16,Plaster Master Hard Hold Pomade,0,0,https://www.ulta.com/plaster-master-hard-hold-pomade?productId=xlsImpprod18571057
Billy Jealousy,shaving,16,Charm Offensive Beard Balm,0,0,https://www.ulta.com/charm-offensive-beard-balm?productId=pimprod2002682
Billy Jealousy,shaving,16,Beardo's Bounty Beard Balm,0,0,https://www.ulta.com/beardos-bounty-beard-balm?productId=pimprod2002324
Billy Jealousy,shaving,16,Gnarly Sheen Beard Balm,0,0,https://www.ulta.com/gnarly-sheen-beard-balm?productId=pimprod2002325
Billy Jealousy,shaving,20,Scruff Hydrating Mist,0,0,https://www.ulta.com/scruff-hydrating-mist?productId=pimprod2005323
Dior,shaving,55,Sauvage Shaving Gel,0,0,https://www.ulta.com/sauvage-shaving-gel?productId=pimprod2005674
Dior,body ,29,Sauvage Deodorant Spray,0,0,https://www.ulta.com/sauvage-deodorant-spray?productId=xlsImpprod13611463
Duke Cannon Supply Co,cologne,19.99,Prescott Proper Cologne,0,0,https://www.ulta.com/prescott-proper-cologne?productId=pimprod2010075
Duke Cannon Supply Co,cologne,19.99,Randolph Proper Cologne,0,0,https://www.ulta.com/randolph-proper-cologne?productId=pimprod2010078
Every Man Jack,hair,7.99,Thickening Grooming Cream,0,0,https://www.ulta.com/thickening-grooming-cream?productId=xlsImpprod10711323
Every Man Jack,hair,7.99,Cedarwood Grooming Paste,0,0,https://www.ulta.com/cedarwood-grooming-paste?productId=xlsImpprod17361149
Every Man Jack,hair,7.99,Pomade,0,0,https://www.ulta.com/pomade?productId=xlsImpprod10711325
Every Man Jack,hair,7.99,Daily Shampoo,0,0,https://www.ulta.com/daily-shampoo?productId=xlsImpprod10711341
Every Man Jack,body ,6.39,Sandalwood Deodorant,0,0,https://www.ulta.com/sandalwood-deodorant?productId=pimprod2005700
Every Man Jack,body ,6.39,Sandalwood Body Wash,0,0,https://www.ulta.com/sandalwood-body-wash?productId=pimprod2005702
